0;0;0;287;0;333
1;0;0;287;0;333
2;0;0;287;0;333
3;0;0;287;0;333
4;0;0;287;0;333
5;0;0;287;0;333
6;0;0;287;0;333
7;0;0;287;0;333
8;0;0;287;0;333
9;0;0;287;0;333
10;0;0;287;0;333
11;0;0;287;0;333
12;0;0;287;0;333
13;0;0;287;0;333
14;0;0;287;0;333
15;0;0;287;0;333
16;0;0;287;0;333
17;0;0;287;0;333
18;0;0;287;0;333
19;0;0;287;0;333
0;1;0;287;0;333
1;1;0;287;0;333
2;1;0;287;0;333
3;1;0;287;0;333
4;1;0;287;0;333
5;1;0;287;0;333
6;1;0;287;0;333
7;1;0;287;0;333
8;1;0;287;0;333
9;1;0;287;0;333
10;1;0;287;0;333
11;1;0;287;0;333
12;1;0;287;0;333
13;1;0;287;0;333
14;1;0;287;0;333
15;1;0;287;0;333
16;1;0;287;0;333
17;1;0;287;0;333
18;1;0;287;0;333
19;1;0;287;0;333
0;2;0;287;0;333
1;2;0;287;0;333
2;2;0;287;0;333
3;2;0;287;0;333
4;2;0;287;0;333
5;2;0;287;0;333
6;2;0;287;0;333
7;2;0;287;0;333
8;2;0;287;0;333
9;2;0;287;0;333
10;2;0;287;0;333
11;2;0;287;0;333
12;2;0;287;0;333
13;2;0;287;0;333
14;2;0;287;0;333
15;2;0;287;0;333
16;2;0;287;0;333
17;2;0;287;0;333
18;2;0;287;0;333
19;2;0;287;0;333
0;3;0;287;0;333
1;3;0;287;0;333
2;3;0;613;0;333
3;3;0;613;0;333
4;3;0;287;0;333
5;3;0;287;0;333
6;3;0;613;0;333
7;3;0;613;0;333
8;3;0;613;0;333
9;3;0;287;0;333
10;3;0;613;0;333
11;3;0;613;0;333
12;3;0;613;0;333
13;3;0;287;0;333
14;3;0;287;0;333
15;3;0;613;0;333
16;3;0;613;0;333
17;3;0;613;0;333
18;3;0;287;0;333
19;3;0;287;0;333
0;4;0;287;0;333
1;4;0;626;0;333
2;4;0;401;0;333
3;4;0;425;0;333
4;4;0;622;0;333
5;4;0;622;0;333
7;4;0;2907;0;333
9;4;0;622;0;333
11;4;0;1276;0;333
12;4;0;613;0;333
13;4;0;622;0;333
14;4;0;622;0;333
15;4;0;337;0;333
16;4;0;424;0;333
