462;330;-38;-170;31001
29;734;-476;241;30997
681;51;181;-449;30999
318;153;-182;-347;30997
660;215;177;-325;30988
887;633;326;-140;31000
826;360;387;133;31000
150;105;-350;-395;30997
437;420;-63;-80;30997
841;348;341;-152;31001
437;580;-63;80;30997
435;405;-65;-95;30997
443;351;-57;-149;30997
719;525;219;25;30997
544;387;44;-113;31001
208;552;-468;168;31000
32;668;-292;52;31000
468;369;-32;-131;30994
655;321;155;-179;31001
733;181;233;-319;30997
627;304;127;-196;31001
894;133;394;-367;31001
856;212;356;-288;31001
815;737;315;236;30997
816;736;316;236;31001
310;541;-190;41;30997
583;283;83;-217;31001
761;164;261;-336;31001
762;164;262;-336;31001
763;164;263;-336;30997
653;324;153;-176;30997
47;743;-453;243;31001
890;644;390;144;31001
659;57;159;-443;30999
445;391;-55;-109;31001
402;354;-98;-146;30997
395;359;-105;-141;31001
659;55;159;-445;31001
402;372;-97;-128;31001
219;553;167;184;31000
219;554;167;184;31000
664;685;-284;54;31000
214;553;299;229;31000
214;554;299;229;31000
800;725;-284;54;31000
799;725;-284;54;31000
799;733;167;185;31000
800;733;167;185;31000
670;685;299;233;31000
425;281;-75;-219;31001
448;260;-52;-240;31001
446;260;-54;-240;31001
444;269;-58;-227;30997
868;716;366;216;30997
874;709;374;210;31001
776;199;276;-301;31001
419;148;-81;-351;30997
632;233;132;-268;30997
844;137;344;-362;30997
456;218;-44;-281;30997
488;374;-12;-125;30997
587;540;87;39;30997
115;347;-385;-153;31001
112;283;-388;-217;31001
390;404;-111;-96;31001
427;351;-74;-149;31001
351;413;-149;-88;31001
414;401;-86;-99;30997
872;655;372;155;30990
395;354;-105;-145;30997
451;713;-50;213;30997
58;10;-93;-117;31000
62;10;256;-292;31000
757;138;257;-362;30999
503;224;3;-276;30980
852;621;352;121;30990
317;507;-183;7;31001
490;361;-10;-139;31001
532;375;32;-125;31001
531;340;31;-160;31001
520;322;20;-178;31001
533;323;33;-177;31001
257;156;-243;-344;30997
472;320;-28;-180;31001
719;519;219;19;31001
581;353;81;-147;31001
327;568;-173;68;30997
613;289;113;-211;31001
789;195;289;-305;31001
717;103;217;-397;31001
788;138;288;-362;31001
372;388;-128;-112;31001
740;160;240;-340;30997
595;295;95;-206;30998
362;412;-137;-88;30997
437;188;-63;-313;31001
460;201;-40;-299;31001
901;754;401;254;31001
365;416;-135;-84;31001
532;222;32;-278;31001
473;371;-27;-129;30997
561;256;61;-244;31001
80;574;-420;74;31001
560;412;60;-88;31001
593;444;93;-56;31001
38;418;-462;-82;31001
320;516;-180;16;30997
471;371;-29;-129;31001
549;287;21;49;30980
279;401;432;248;30968
313;504;32;49;30970
