0;0;241;333
1;0;30;333
1;0;266;333
2;0;30;333
3;0;30;333
3;0;266;333
4;0;30;333
5;0;30;333
5;0;395;333
6;0;30;333
7;0;30;333
8;0;30;333
9;0;238;333
10;0;30;333
11;0;30;333
11;0;266;333
12;0;30;333
13;0;318;333
14;0;30;333
15;0;30;333
16;0;238;333
16;0;276;333
0;1;33;333
1;1;2832;333
9;1;31;333
9;1;276;333
14;1;2877;333
16;1;31;333
0;2;33;333
9;2;317;333
13;2;2876;333
14;2;36;333
16;2;31;333
16;2;269;333
0;3;33;333
9;3;31;333
9;3;276;333
14;3;2875;333
16;3;286;333
0;4;33;333
9;4;31;333
16;4;31;333
0;5;240;333
1;5;32;333
2;5;32;333
3;5;32;333
4;5;32;333
5;5;86;333
6;5;32;333
7;5;32;333
8;5;32;333
9;5;239;333
10;5;32;333
11;5;32;333
12;5;32;333
13;5;32;333
14;5;32;333
15;5;32;333
16;5;239;333
0;6;33;333
1;6;266;333
3;6;266;333
7;6;266;333
9;6;266;333
11;6;276;333
12;6;218;333
13;6;36;333
14;6;218;333
15;6;218;333
16;6;31;333
16;6;36;333
0;7;37;333
16;7;286;333
16;7;219;333
0;8;33;333
4;8;2877;333
8;8;2877;333
12;8;274;333
13;8;272;333
14;8;273;333
16;8;286;333
0;9;37;333
3;9;2876;333
5;9;2878;333
7;9;2876;333
9;9;2878;333
12;9;273;333
13;9;273;333
14;9;274;333
16;9;31;333
0;10;33;333
3;10;2876;333
4;10;2879;333
4;10;2853;333
5;10;2878;333
7;10;2876;333
8;10;2879;333
8;10;2853;333
9;10;2878;333
16;10;31;333
0;11;33;333
3;11;2876;333
5;11;2878;333
7;11;2876;333
9;11;2878;333
11;11;261;333
12;11;32;333
13;11;32;333
14;11;32;333
15;11;32;333
16;11;239;333
0;12;37;333
3;12;2876;333
4;12;2879;333
4;12;2853;333
5;12;2878;333
7;12;2876;333
8;12;2879;333
8;12;2853;333
9;12;2878;333
11;12;31;333
11;12;276;333
14;12;395;333
16;12;386;333
0;13;33;333
4;13;2875;333
8;13;2875;333
11;13;317;333
14;13;218;333
16;13;386;333
0;14;37;333
11;14;31;333
13;14;217;333
14;14;36;333
15;14;219;333
16;14;386;333
0;15;33;333
10;15;261;333
11;15;239;333
14;15;216;333
16;15;386;333
0;16;244;333
1;16;32;333
2;16;38;333
3;16;38;333
4;16;32;333
5;16;38;333
6;16;38;333
7;16;32;333
8;16;38;333
9;16;32;333
9;16;262;333
10;16;239;333
11;16;386;333
12;16;386;333
13;16;386;333
14;16;386;333
15;16;386;333
16;16;261;333
16;16;386;333
