L: -9
X: -75
Y: -304
W: 10
H: 10
0;0;42;0;0
1;0;42;0;0
2;0;42;0;0
3;0;42;0;0
4;0;42;0;0
5;0;42;0;0
6;0;42;0;0
7;0;42;0;0
8;0;42;0;0
9;0;42;0;0
0;1;42;0;0
1;1;15;0;0
2;1;15;0;0
3;1;15;0;0
4;1;15;0;0
5;1;55;0;0
6;1;55;0;0
7;1;15;0;0
8;1;15;0;0
9;1;42;0;0
0;2;42;0;0
1;2;55;0;0
2;2;15;0;0
3;2;15;0;0
4;2;15;0;0
5;2;15;0;0
6;2;15;0;0
7;2;15;0;0
8;2;15;0;0
9;2;42;0;0
0;3;42;0;0
1;3;15;0;0
2;3;15;0;0
3;3;55;0;0
4;3;55;0;0
5;3;55;0;0
6;3;55;0;0
7;3;15;0;0
8;3;15;0;0
9;3;42;0;0
0;4;42;0;0
1;4;15;0;0
2;4;15;0;0
3;4;55;0;0
4;4;55;0;0
5;4;55;0;0
6;4;55;0;0
7;4;15;0;0
8;4;15;0;0
9;4;42;0;0
0;5;42;0;0
1;5;15;0;0
2;5;15;0;0
3;5;15;0;0
4;5;15;0;0
5;5;15;0;0
6;5;15;0;0
7;5;15;0;0
8;5;15;0;0
9;5;42;0;0
0;6;42;0;0
1;6;15;0;0
2;6;55;0;0
3;6;15;0;0
4;6;15;0;0
5;6;15;0;0
6;6;15;0;0
7;6;55;0;0
8;6;15;0;0
9;6;42;0;0
0;7;42;0;0
1;7;15;0;0
2;7;15;0;0
3;7;15;0;0
4;7;15;0;0
5;7;15;0;0
6;7;15;0;0
7;7;15;0;0
8;7;15;0;0
9;7;42;0;0
0;8;42;0;0
1;8;15;0;0
2;8;15;0;0
3;8;15;0;0
4;8;15;0;0
5;8;55;0;0
6;8;15;0;0
7;8;15;0;0
8;8;15;0;0
9;8;42;0;0
0;9;42;0;0
1;9;42;0;0
2;9;42;0;0
3;9;42;0;0
4;9;42;0;0
5;9;42;0;0
6;9;42;0;0
7;9;42;0;0
8;9;42;0;0
9;9;42;0;0
