1;1;0;3087;0;333
2;1;0;3085;0;333
3;1;0;3085;0;333
4;1;0;3085;0;333
5;1;0;3085;0;333
6;1;0;3085;0;333
7;1;0;3085;0;333
8;1;0;3085;0;333
9;1;0;3085;0;333
10;1;0;3085;0;333
11;1;0;3085;0;333
12;1;0;3085;0;333
13;1;0;3085;0;333
14;1;0;3085;0;333
15;1;0;3085;0;333
16;1;0;3085;0;333
17;1;0;3085;0;333
18;1;0;3085;0;333
19;1;0;3085;0;333
20;1;0;3085;0;333
26;1;0;3085;0;333
26;1;0;613;0;333
27;1;0;3085;0;333
28;1;0;3085;0;333
29;1;0;3085;0;333
30;1;0;3085;0;333
31;1;0;3085;0;333
31;1;0;613;0;333
32;1;0;3085;0;333
33;1;0;3085;0;333
34;1;0;3085;0;333
35;1;0;3085;0;333
35;1;0;3092;0;333
36;1;0;3085;0;333
37;1;0;3085;0;333
38;1;0;3085;0;333
39;1;0;3085;0;333
40;1;0;3088;0;333
40;1;0;3085;0;333
1;2;0;3087;0;333
31;2;0;3095;0;333
33;2;0;1793;0;333
33;2;0;1795;0;333
36;2;0;3097;0;333
37;2;0;3097;0;333
40;2;0;3088;0;333
1;3;0;3087;0;333
33;3;0;1793;0;333
33;3;0;1795;0;333
40;3;0;3088;0;333
1;4;0;3087;0;333
32;4;0;3098;0;333
33;4;0;1793;0;333
33;4;0;1795;0;333
40;4;0;3088;0;333
1;5;0;3087;0;333
40;5;0;3088;0;333
1;6;0;3087;0;333
8;6;0;620;0;333
9;6;0;619;0;333
10;6;0;619;0;333
11;6;0;619;0;333
12;6;0;620;0;333
13;6;0;618;0;333
40;6;0;3088;0;333
1;7;0;3087;0;333
8;7;0;619;0;333
21;7;0;2925;0;333
25;7;0;2926;0;333
33;7;0;1793;0;333
33;7;0;1795;0;333
40;7;0;3088;0;333
40;7;0;3092;0;333
1;8;0;3087;0;333
8;8;0;619;0;333
33;8;0;1793;0;333
33;8;0;1795;0;333
40;8;0;3088;0;333
1;9;0;3087;0;333
8;9;0;619;0;333
21;9;0;606;0;333
22;9;0;603;0;333
23;9;0;603;0;333
24;9;0;603;0;333
25;9;0;601;0;333
32;9;0;3093;0;333
33;9;0;3087;0;333
33;9;0;613;0;333
40;9;0;3088;0;333
1;10;0;3087;0;333
8;10;0;619;0;333
33;10;0;3087;0;333
39;10;0;613;0;333
40;10;0;3088;0;333
40;10;0;613;0;333
41;10;0;613;0;333
1;11;0;3087;0;333
8;11;0;619;0;333
21;11;0;2925;0;333
