0;0;677;333
1;0;672;333
1;0;680;333
2;0;637;333
3;0;633;333
3;0;1276;333
4;0;633;333
4;0;386;333
5;0;637;333
5;0;1245;333
6;0;681;333
6;0;274;333
0;1;674;333
1;1;638;333
5;1;2832;333
6;1;639;333
6;1;1254;333
0;2;674;333
0;2;386;333
1;2;634;333
2;2;1266;333
6;2;635;333
6;2;386;333
0;3;674;333
1;3;634;333
3;3;1251;333
6;3;635;333
0;4;674;333
1;4;638;333
3;4;1265;333
5;4;1003;333
6;4;639;333
6;4;386;333
0;5;678;333
1;5;682;333
2;5;632;333
3;5;636;333
4;5;636;333
5;5;632;333
6;5;675;333
6;5;683;333
1;6;386;333
1;6;678;333
2;6;673;333
2;6;386;333
3;6;673;333
4;6;673;333
5;6;673;333
5;6;386;333
6;6;679;333
