30;1;0;287;0;333
31;1;0;287;0;333
32;1;0;287;0;333
33;1;0;287;0;333
34;1;0;287;0;333
35;1;0;287;0;333
36;1;0;287;0;333
37;1;0;287;0;333
38;1;0;287;0;333
39;1;0;287;0;333
40;1;0;287;0;333
41;1;0;287;0;333
42;1;0;287;0;333
43;1;0;287;0;333
44;1;0;287;0;333
45;1;0;287;0;333
46;1;0;287;0;333
47;1;0;287;0;333
29;2;0;287;0;333
30;2;0;287;0;333
31;2;0;622;0;333
32;2;0;597;0;333
33;2;0;622;0;333
34;2;0;597;0;333
35;2;0;622;0;333
36;2;0;597;0;333
36;2;0;3098;0;333
37;2;0;622;0;333
38;2;0;597;0;333
39;2;0;622;0;333
40;2;0;597;0;333
41;2;0;622;0;333
42;2;0;597;0;333
43;2;0;622;0;333
44;2;0;597;0;333
45;2;0;622;0;333
46;2;0;630;0;333
47;2;0;287;0;333
48;2;0;287;0;333
49;2;0;287;0;333
50;2;0;287;0;333
29;3;0;287;0;333
32;3;0;3098;0;333
33;3;0;3097;0;333
34;3;0;3099;0;333
37;3;0;3098;0;333
40;3;0;1250;0;333
42;3;0;1245;0;333
44;3;0;915;0;333
46;3;0;629;0;333
47;3;0;622;0;333
48;3;0;622;0;333
49;3;0;630;0;333
50;3;0;287;0;333
28;4;0;287;0;333
29;4;0;287;0;333
31;4;0;3098;0;333
32;4;0;3097;0;333
45;4;0;1790;0;333
47;4;0;628;0;333
49;4;0;623;0;333
50;4;0;287;0;333
51;4;0;287;0;333
52;4;0;287;0;333
26;5;0;287;0;333
27;5;0;287;0;333
28;5;0;287;0;333
29;5;0;628;0;333
31;5;0;3097;0;333
48;5;0;232;0;333
49;5;0;629;0;333
50;5;0;622;0;333
51;5;0;630;0;333
52;5;0;287;0;333
53;5;0;287;0;333
84;5;0;287;0;333
85;5;0;287;0;333
86;5;0;287;0;333
87;5;0;287;0;333
88;5;0;287;0;333
89;5;0;287;0;333
90;5;0;287;0;333
91;5;0;287;0;333
92;5;0;287;0;333
93;5;0;287;0;333
25;6;0;287;0;333
26;6;0;287;0;333
27;6;0;622;0;333
28;6;0;622;0;333
29;6;0;628;0;333
30;6;0;3097;0;333
50;6;0;1790;0;333
51;6;0;629;0;333
52;6;0;630;0;333
53;6;0;287;0;333
54;6;0;287;0;333
81;6;0;287;0;333
82;6;0;287;0;333
83;6;0;287;0;333
84;6;0;287;0;333
85;6;0;622;0;333
86;6;0;622;0;333
87;6;0;630;0;333
88;6;0;287;0;333
89;6;0;287;0;333
90;6;0;287;0;333
91;6;0;287;0;333
92;6;0;287;0;333
93;6;0;287;0;333
25;7;0;287;0;333
26;7;0;622;0;333
51;7;0;232;0;333
52;7;0;629;0;333
53;7;0;630;0;333
54;7;0;287;0;333
55;7;0;287;0;333
81;7;0;287;0;333
82;7;0;622;0;333
83;7;0;622;0;333
84;7;0;622;0;333
87;7;0;629;0;333
88;7;0;622;0;333
89;7;0;630;0;333
90;7;0;287;0;333
91;7;0;287;0;333
92;7;0;287;0;333
93;7;0;287;0;333
22;8;0;287;0;333
23;8;0;287;0;333
24;8;0;287;0;333
25;8;0;287;0;333
26;8;0;628;0;333
33;8;0;627;0;333
34;8;0;627;0;333
53;8;0;629;0;333
54;8;0;630;0;333
55;8;0;287;0;333
56;8;0;287;0;333
57;8;0;287;0;333
58;8;0;287;0;333
59;8;0;287;0;333
60;8;0;287;0;333
61;8;0;287;0;333
62;8;0;287;0;333
63;8;0;287;0;333
64;8;0;287;0;333
65;8;0;287;0;333
66;8;0;287;0;333
67;8;0;287;0;333
78;8;0;287;0;333
79;8;0;287;0;333
80;8;0;287;0;333
81;8;0;287;0;333
86;8;0;914;0;333
89;8;0;629;0;333
90;8;0;622;0;333
91;8;0;630;0;333
92;8;0;287;0;333
93;8;0;287;0;333
20;9;0;287;0;333
