0;0;287;333
1;0;287;333
2;0;287;333
3;0;287;333
4;0;287;333
5;0;287;333
6;0;287;333
7;0;287;333
8;0;287;333
9;0;287;333
10;0;287;333
11;0;287;333
12;0;287;333
13;0;287;333
14;0;287;333
15;0;287;333
16;0;287;333
17;0;287;333
18;0;287;333
19;0;287;333
20;0;287;333
21;0;287;333
22;0;287;333
23;0;287;333
24;0;287;333
25;0;287;333
26;0;287;333
27;0;287;333
28;0;287;333
29;0;287;333
0;1;287;333
1;1;287;333
2;1;287;333
3;1;287;333
4;1;287;333
5;1;287;333
6;1;287;333
7;1;287;333
8;1;287;333
9;1;287;333
10;1;287;333
11;1;287;333
12;1;287;333
13;1;287;333
14;1;287;333
15;1;287;333
16;1;287;333
17;1;287;333
18;1;287;333
19;1;287;333
20;1;287;333
21;1;287;333
22;1;287;333
23;1;287;333
24;1;287;333
25;1;287;333
26;1;287;333
27;1;287;333
28;1;287;333
29;1;287;333
0;2;287;333
1;2;287;333
2;2;287;333
3;2;287;333
4;2;287;333
5;2;287;333
6;2;287;333
7;2;287;333
8;2;287;333
9;2;622;333
10;2;622;333
11;2;622;333
12;2;622;333
13;2;622;333
14;2;622;333
15;2;622;333
16;2;622;333
16;2;287;333
17;2;622;333
17;2;287;333
17;2;630;333
18;2;630;333
18;2;287;333
19;2;287;333
20;2;287;333
21;2;287;333
22;2;287;333
23;2;287;333
24;2;287;333
25;2;287;333
26;2;287;333
27;2;287;333
28;2;287;333
29;2;287;333
0;3;287;333
1;3;287;333
2;3;287;333
3;3;287;333
4;3;287;333
5;3;287;333
6;3;287;333
7;3;287;333
8;3;287;333
11;3;628;333
12;3;1273;333
13;3;914;333
15;3;628;333
16;3;630;333
17;3;287;333
17;3;623;333
18;3;623;333
19;3;287;333
20;3;287;333
21;3;287;333
22;3;287;333
23;3;287;333
24;3;287;333
25;3;287;333
26;3;287;333
27;3;287;333
28;3;287;333
29;3;287;333
0;4;287;333
1;4;287;333
2;4;287;333
3;4;287;333
4;4;287;333
5;4;287;333
6;4;622;333
7;4;914;333
8;4;622;333
9;4;914;333
10;4;915;333
11;4;1273;333
14;4;233;333
16;4;623;333
17;4;287;333
17;4;287;333
17;4;623;333
18;4;629;333
19;4;622;333
20;4;622;333
21;4;622;333
22;4;630;333
23;4;287;333
24;4;287;333
25;4;287;333
26;4;287;333
27;4;287;333
28;4;287;333
29;4;287;333
0;5;287;333
1;5;287;333
2;5;287;333
3;5;287;333
4;5;287;333
5;5;622;333
12;5;233;333
15;5;915;333
16;5;623;333
17;5;287;333
20;5;628;333
21;5;232;333
22;5;626;333
23;5;630;333
24;5;287;333
25;5;287;333
26;5;287;333
27;5;287;333
28;5;287;333
29;5;287;333
0;6;287;333
1;6;287;333
2;6;287;333
3;6;287;333
4;6;622;333
14;6;233;333
15;6;1273;333
16;6;623;333
17;6;287;333
21;6;915;333
22;6;233;333
23;6;626;333
24;6;630;333
25;6;287;333
26;6;287;333
27;6;287;333
28;6;287;333
29;6;287;333
0;7;287;333
1;7;287;333
2;7;287;333
3;7;287;333
9;7;233;333
16;7;629;333
17;7;287;333
23;7;233;333
24;7;626;333
25;7;630;333
26;7;287;333
27;7;287;333
28;7;287;333
29;7;287;333
0;8;287;333
1;8;287;333
2;8;287;333
3;8;622;333
10;8;1265;333
13;8;233;333
15;8;915;333
16;8;1273;333
17;8;287;333
22;8;914;333
24;8;914;333
25;8;626;333
26;8;630;333
27;8;287;333
28;8;287;333
29;8;287;333
0;9;287;333
1;9;287;333
2;9;599;333
17;9;287;333
25;9;915;333
26;9;626;333
27;9;630;333
28;9;287;333
29;9;287;333
0;10;287;333
1;10;287;333
2;10;622;333
13;10;233;333
17;10;287;333
27;10;623;333
28;10;287;333
29;10;287;333
0;11;287;333
1;11;287;333
12;11;2937;333
13;11;1251;333
14;11;287;333
15;11;287;333
16;11;287;333
17;11;287;333
17;11;287;333
18;11;287;333
26;11;1254;333
27;11;623;333
28;11;287;333
29;11;287;333
0;12;287;333
1;12;622;333
7;12;1265;333
7;12;1254;333
13;12;287;333
14;12;287;333
15;12;287;333
16;12;287;333
17;12;287;333
17;12;287;333
18;12;287;333
19;12;287;333
20;12;287;333
27;12;623;333
28;12;287;333
29;12;287;333
0;13;287;333
1;13;1254;333
12;13;287;333
13;13;287;333
14;13;287;333
15;13;287;333
16;13;287;333
17;13;287;333
18;13;287;333
19;13;287;333
20;13;287;333
21;13;287;333
26;13;914;333
27;13;623;333
28;13;287;333
29;13;287;333
0;14;622;333
1;14;1254;333
9;14;232;333
10;14;287;333
11;14;287;333
12;14;287;333
13;14;287;333
14;14;287;333
15;14;287;333
16;14;287;333
17;14;1246;333
18;14;1273;333
19;14;1273;333
20;14;623;333
21;14;287;333
26;14;627;333
27;14;623;333
28;14;287;333
29;14;287;333
9;15;232;333
10;15;287;333
11;15;287;333
12;15;287;333
13;15;287;333
14;15;287;333
15;15;287;333
16;15;1246;333
19;15;915;333
20;15;627;333
20;15;623;333
21;15;287;333
26;15;1273;333
27;15;623;333
28;15;287;333
29;15;287;333
9;16;287;333
10;16;287;333
11;16;287;333
12;16;287;333
13;16;287;333
14;16;1246;333
15;16;1246;333
20;16;626;333
20;16;629;333
21;16;622;333
22;16;628;333
24;16;1266;333
27;16;629;333
28;16;630;333
29;16;287;333
8;17;232;333
9;17;287;333
10;17;287;333
11;17;287;333
16;17;914;333
18;17;1272;333
28;17;623;333
29;17;287;333
1;18;914;333
7;18;596;333
8;18;287;333
9;18;287;333
10;18;287;333
11;18;287;333
27;18;627;333
28;18;623;333
